source_url,title,verification_status,first_seen,last_seen,row_count,opportunity_ids
"https://analogdevices.wd1.myworkdayjobs.com/External","Senior Reliability Hardware Engineer","verified","2026-09-17","2026-09-17",2,"71043fdc-df15-4d83-ad41-a3c9556bdaa8;87f767a9-2c29-4441-b62b-0325ada7c9d6"
"https://analogdevices.wd1.myworkdayjobs.com/External","Senior RF Design Engineer","verified","2026-09-17","2026-09-17",2,"004af1a4-c9d5-42e3-82b4-908a1698aaa4;04b2773a-5d4d-4a7f-b8c5-eef9db712aaf"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Analog Design Automation Engineer","verified","2026-09-17","2026-09-17",2,"0a2ea949-b139-4f61-8fab-a68036f51ad5;0ea186f6-5290-4d1f-840a-d864d7862292"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Analog Design Engineer","verified","2026-09-17","2026-09-17",2,"2b7e798b-9a32-4ecd-81e0-444c6e447224;c8fcb968-a1c4-4b70-9edf-b64a29d26bfb"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Analog Design Engineer (AMS)","verified","2026-09-17","2026-09-17",2,"092c3b67-6541-47ca-a663-5bee12a08622;da9a6403-6dfc-4d22-9cfc-c688587b1185"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Design Engineer","verified","2026-09-17","2026-09-17",2,"53518ca0-210a-4ef4-97df-a1da65fe41f7;595b68c8-9fde-4292-bfd8-134d2a5b2f2f"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Design Verification Engineer","verified","2026-09-17","2026-09-17",2,"78bc4e6c-8879-4e15-bb5e-06bc21fd2345;fb69fcc3-fd14-4fb9-ac51-2a09416f0e90"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff DFT Engineer","verified","2026-09-17","2026-09-17",2,"08576a89-ff28-47ab-ae28-dcbbb4f56ed0;381207a0-73f7-42aa-b19b-2d96dc262686"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Digital Design Engineer","verified","2026-09-17","2026-09-17",2,"4fbba938-89f0-4474-b639-7a387d4a0c62;1f24fdd8-8a1a-4f1e-bc2c-d687073bfca2"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Engineer, Analog Design","verified","2026-09-17","2026-09-17",2,"6127b883-7d05-4c7b-936a-721b464c83cc;eb34373c-93da-49bc-a9bf-e209f78d1577"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Engineer, Analog Design Engineering","verified","2026-09-17","2026-09-17",2,"832f1afb-29a5-4957-a27f-1842844d98f2;11f3801d-19d0-42b5-a074-bf98d28fca70"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Engineer, Design Verification Engineering","verified","2026-09-17","2026-09-17",2,"30bf5a8d-0ec5-4ef0-a8d0-b4f113872c6b;f66e6c8a-ecf4-4a20-a735-91013b1d3e97"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Engineer, Embedded software","verified","2026-09-17","2026-09-17",2,"987ff244-36ff-4fe0-bbe4-fddbf03733bd;1e000404-669e-4992-acec-424225c4c4b2"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Research Scientist, AI-Hardware Co-Design","verified","2026-09-17","2026-09-17",2,"548e8e14-b02c-46c8-9ddf-f88304d642db;2dbeb4dd-ebdd-42d4-a863-11f2ecb12f6c"
"https://analogdevices.wd1.myworkdayjobs.com/External","Staff Test Engineer","verified","2026-09-17","2026-09-17",2,"dd28fc64-f889-4a13-9671-81c2ed5329b1;8156e178-c0f2-4289-9602-1402227459b8"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Analog/Mixed-Signal Design Engineer","verified","2026-09-17","2026-09-17",2,"008c6017-ebc5-4118-b14f-346535c6f5a1;6f2b4d09-9749-40e9-915b-c03cd571c556"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","ASIC Design Automation Engineer","verified","2026-09-17","2026-09-17",2,"0a4fa727-443b-442e-a18f-e90d83b962c7;3754f430-8ec6-450b-8f2a-97ff87193390"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","ASIC DFT Engineer","verified","2026-09-17","2026-09-17",2,"1537ff7f-ab5d-425f-aa71-28116e4625dd;b3d44574-739e-4803-bf03-5b386861688a"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","ASIC Implementation Engineer","verified","2026-09-17","2026-09-17",2,"b8dbe9d7-a57d-4ca8-a605-da6cf3c84aff;fcd4a2c8-ce53-4ac9-bc0a-dfc1b6951ad9"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","ASIC Verification Engineer","verified","2026-09-17","2026-09-17",2,"5f5de25d-4518-402d-8abf-3f34783d41e8;77b7e0fd-00e1-40d9-882a-4a641d542c92"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Design Engineer - STA","verified","2026-09-17","2026-09-17",2,"664d431e-c933-4080-aea8-3ac95b06efc0;5ba325d3-cf13-48dc-bfd0-7b1238f5fa04"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Electrical Hardware & AI Integration Engineer","verified","2026-09-17","2026-09-17",2,"2033c9b7-c7c7-4a7c-b34f-3f46821ae469;989a1022-731a-4f43-9425-f76c65328d26"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Firmware Engineer","verified","2026-09-17","2026-09-17",2,"38be94e5-b730-48d5-8808-fd452962d3b9;d2d8510f-6bc2-483d-9403-cae2e2f2a35a"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Firmware Engineer 2","verified","2026-09-17","2026-09-17",2,"0afdf3eb-d619-4588-9d5c-75e36ea7e66e;dc96fd97-af82-4526-877b-01b773373f5c"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Hardware Engineer","verified","2026-09-17","2026-09-17",2,"4bc5b3fc-b05f-475e-84d5-f93632fd06f6;2cbbb3ad-580e-4f04-8878-74dbe3c7be34"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","NPI Integration / Product RF Engineer","verified","2026-09-17","2026-09-17",2,"d9c7d621-fe97-4019-9af5-2d5fddc079c3;2f45b139-3aa6-45e1-99a6-00af45ee4ae3"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Principal IC Design Engineer","verified","2026-09-17","2026-09-17",2,"99d59c30-b060-44ff-b098-bf73437f502b;8a4bd629-e36d-41ed-8069-7e8136e316b5"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","R&D Engineer Hardware 5","verified","2026-09-17","2026-09-17",2,"aa64b457-e71d-46b8-91ca-45de765ca572;dff6510e-14ca-4107-a77c-299167d57bdb"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","R&D Staff Hardware Engineer","verified","2026-09-17","2026-09-17",2,"7a6703bc-4f1b-4389-865a-bff93311dced;61618337-a13c-4353-84ce-e9378772c972"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Senior Digital / Mixed-Signal IC Design or Verification Engineer","verified","2026-09-17","2026-09-17",2,"0186ccb3-0e2c-4973-a069-b0fc1cbf57e0;3eb8529b-d9f8-49e6-b04c-83875f93ddc1"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Senior RF Application Engineer (WIFI)","verified","2026-09-17","2026-09-17",2,"a19e30ce-01f2-4e61-a5ee-4fdef7ab7a86;015a4cf1-6b28-476e-8724-3dd6613b85e6"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Software/Firmware Engineer","verified","2026-09-17","2026-09-17",2,"6ba508f8-0372-435b-a97e-766b8e0c10ac;7a3327a7-796e-4e7e-b37d-9f34d6d78d1f"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","STA Engineer","verified","2026-09-17","2026-09-17",2,"b43c9e44-15ea-4b5f-be37-f54bf7f6c36e;1cacf211-dce7-4212-a55b-a44372be909c"
"https://broadcom.wd1.myworkdayjobs.com/External_Career","Staff Design Engineer","verified","2026-09-17","2026-09-17",2,"73598fd3-603d-4daf-9504-3c21a1031c4f;d1313ae5-cfe4-4af6-9c3e-8f1dc2c0fce5"
"https://careers.smartrecruiters.com/WesternDigital","Engineer, Firmware Engineering","verified","2026-09-17","2026-09-17",2,"a016e7f1-c91f-42eb-ab49-20f2bb70228b;80655b42-08ec-49bb-9d98-71eb42aefe49"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Analog Layout Intern","verified","2026-09-17","2026-09-17",2,"e031a977-a1e0-460d-9702-0d0713c42fd4;7fbab8b5-0f2a-4df1-bf41-c8831eca079a"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Analog Layout Intern, BS - Summer 2027","verified","2026-09-17","2026-09-17",2,"3e67757d-4514-448b-a196-f477c6425cd4;3d1ff560-eab5-4070-8aaf-1ffb1d1fb094"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Customer Quality, Staff Engineer","verified","2026-09-17","2026-09-17",2,"483999b8-535d-4905-af88-319bc1b262ad;1e055944-6359-4b65-a434-709d2354623d"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Design Verification Intern","verified","2026-09-17","2026-09-17",2,"bd629c98-6e4d-47d8-9f2c-c5f4cdcfb2b3;8f4a1089-d836-497a-b499-fe092414a935"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Design Verification Intern, BS - Summer 2027","verified","2026-09-17","2026-09-17",2,"97a77874-395c-40fe-9ee2-cdaa4c9b1c1d;7d7f5b2c-54c8-4a94-a08e-9fdf8c46ff81"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Design Verification Intern, MS - Summer 2027","verified","2026-09-17","2026-09-17",2,"08562007-9b6d-42ee-80bf-51f7d7023d1a;cf598d86-8dd4-4f80-a1c0-dfdd6f977ac6"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Embedded Software Engineer","verified","2026-09-17","2026-09-17",2,"f35ec30a-eabd-457b-98a5-18faf0ebfdae;1ec1b5a0-e600-40a9-bb1b-a1273fd0294d"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Firmware Engineer Intern, BS - Summer 2027","verified","2026-09-17","2026-09-17",2,"4ba34891-1159-493e-9d2e-8007b22db90b;b9e39c91-0252-4e5d-a580-15bdf3419566"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Firmware Engineer Intern, MS - Summer 2027","verified","2026-09-17","2026-09-17",2,"128ffa38-290b-4bf9-a000-f677aa6370ab;56899690-f709-40d3-854a-0056fdd8dd9b"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","IC Validation Engineer Intern, MS - Summer 2027","verified","2026-09-17","2026-09-17",2,"5f8de754-fd1b-4dfd-b4f9-90134ce0eb50;fbedc636-2df9-44d6-8856-2a4d0716d948"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Ph.D. Intern - Silicon Photonics & Optical Communications","verified","2026-09-17","2026-09-17",2,"715f4cf7-4e3e-461a-bf94-2c8d60d8a187;d9c815e1-6ae9-4125-b6c7-4f49c8009d4b"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Physical Design Engineer Intern, BS - Summer 2027","verified","2026-09-17","2026-09-17",2,"ba633976-c254-4395-81bb-10983f85e7e0;f797cf56-51fd-401d-b2ad-5fc8d44631ca"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Physical Design Engineer Intern, MS - Summer 2027","verified","2026-09-17","2026-09-17",2,"28c5bc07-74cb-493e-a5e2-41613d1f167f;54f3e1e4-a7a1-4e10-9fee-40197eeb2b2f"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Principal Engineer , Software/Firmware - CXL/PCIe","verified","2026-09-17","2026-09-17",2,"c03a84cb-aa5f-41af-aac6-1355c59615ca;f8c3f20d-4866-49b2-9d21-254063de3dad"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Senior Principal Software/Firmware Engineer - Optical PHY","verified","2026-09-17","2026-09-17",2,"c6aa809c-f0e3-4ddb-a2d9-d077ca56fd69;25340256-e396-4306-86e7-82e8b9ebd29b"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Senior Staff Embedded Device Software Engineer","verified","2026-09-17","2026-09-17",2,"d351926a-e344-489b-99f7-37401cf4073e;6e3f39b9-3d0f-4b5e-941d-0b8238e8fea3"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Senior Staff Firmware Engineer","verified","2026-09-17","2026-09-17",2,"5459b16a-6f70-4452-bd0a-3000f07457ca;a9928b52-2821-4bd2-bee7-3882762cf109"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Senior Staff Product Engineer","verified","2026-09-17","2026-09-17",2,"10cb8815-203d-4f1e-99be-0df17744712b;0a224667-abfb-465c-8901-c9929039e544"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Senior Staff Test Development Engineer","verified","2026-09-17","2026-09-17",2,"9b1e4064-f8ea-428c-82e9-d994211947a5;d0d12e22-e59e-4dac-8dfa-7f6ce742aa46"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Staff Engineer - Embedded Firmware Development - CXL / PCIe / Near-memory accelerator / Memory-Expansion Controllers","verified","2026-09-17","2026-09-17",2,"03464274-0815-4741-94f9-dc38939f65ed;ea9a0341-6337-4669-aad5-1606ed2c94c8"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Staff Engineer (L1, L2, L3 Testing, NOS/SDK testing, Python Automation)","verified","2026-09-17","2026-09-17",2,"943c1c94-fcc4-4f76-8ade-999f88ebbfb9;325cf08a-ef0d-4f35-9489-0b1e55d06b23"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","Staff Engineer, Software / Firmware Engineering","verified","2026-09-17","2026-09-17",2,"e621c8c8-a025-465b-8dab-b2a6c494cbd5;95395ddf-1579-43eb-8d20-c1f91477330b"
"https://marvell.wd1.myworkdayjobs.com/MarvellCareers","System Chip Validation Intern","verified","2026-09-17","2026-09-17",2,"acdef189-dea0-4c6b-9d55-0de00ec666c8;e85d090f-9aff-471b-9539-c708204be873"
"https://micron.wd1.myworkdayjobs.com/External","Principal Engineer â HBM PE Component Validation (Singapore)","verified","2026-09-17","2026-09-17",2,"80504a02-6062-420f-ab92-dc6c8edb97fc;cef40477-5101-44a7-a823-b9878c2f6389"
"https://micron.wd1.myworkdayjobs.com/External","Principal Foundry Interface Design Engineer, HBM","verified","2026-09-17","2026-09-17",2,"c2e19a68-dd78-4149-88d1-b5658925d135;19ab7d61-ab32-4dce-a8c6-ffee06a8e525"
"https://micron.wd1.myworkdayjobs.com/External","Senior Engineer - Analog Simulation CAD","verified","2026-09-17","2026-09-17",2,"ed516dba-c9f2-4cd9-be87-95d2dc71a95c;90beb277-91f4-4b60-9d56-69f007e7e39e"
"https://micron.wd1.myworkdayjobs.com/External","Sr Design Verification Engineer, DRAM","verified","2026-09-17","2026-09-17",2,"dd504f7c-85d3-44ff-b97d-1208de16c709;22dc31f3-6720-47de-b7f6-9ff2ae4b0b4c"
"https://nxp.wd3.myworkdayjobs.com/careers?locationCountry=India","AI/ML driven ASIC Design and Implementation Automation Engineer","verified","2026-09-17","2026-09-17",2,"9cc3dd3e-c869-4362-8183-5c83a3682f0a;3f74dcca-6dcd-442e-8983-eed5eb855e7d"
"https://nxp.wd3.myworkdayjobs.com/careers?locationCountry=India","Physical Design engineer","verified","2026-09-17","2026-09-17",2,"79317854-355f-41ea-abbb-cc4ab03a76ec;ea74b9c7-6648-49cc-a337-0be747307000"
"https://tenstorrent.com/careers","Global Supply Chain Manager, OSAT","verified","2026-09-17","2026-09-17",2,"8e0055e3-22e8-40c4-a90e-2606a619d6c9;a8d9f7a6-aac2-4981-b81b-6c94abd294a5"
